Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Toyota Fortuner 2.8 4X4,Toyota,2019,99354,Diesel,Individual,Automatic,1,"40,67,000","34,50,000",Yes
Toyota Fortuner TRD,Toyota,2019,105324,Diesel,Individual,Automatic,1,"41,88,000","35,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2020,15236,Diesel,Individual,Manual,1,"38,00,000","36,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2020,18957,Diesel,Individual,Automatic,1,"39,10,000","36,50,000",Yes
Toyota Fortuner 2.8 4X4 ,Toyota,2020,25647,Diesel,Individual,Manual,1,"40,20,000","37,00,000",Yes
Toyota Fortuner 2.8 4X4,Toyota,2020,9856,Diesel,Individual,Automatic,1,"40,67,000","37,50,000",Yes
Toyota Fortuner TRD,Toyota,2020,26954,Diesel,Individual,Automatic,1,"42,88,000","38,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2021,10000,Diesel,Individual,Manual,1,"41,14,000","39,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2021,5698,Diesel,Individual,Automatic,1,"43,84,000","39,50,000",Yes
Toyota Fortuner 2.8 4X4 ,Toyota,2021,20452,Diesel,Individual,Manual,1,"45,22,000","43,00,000",Yes
Toyota Fortuner 2.8 4X4,Toyota,2021,4800,Diesel,Individual,Automatic,1,"47,92,000","45,00,000",Yes
Toyota Legender ,Toyota,2021,9000,Diesel,Individual,Manual,1,"48,96,000","46,00,000",Yes
Toyota Legender 4X4,Toyota,2021,15478,Diesel,Individual,Automatic,1,"53,36,000","50,00,000",Yes
